#,x,y
1,-0.7783262012,0.0001916757
2,-0.4999761770,0.0004519330
3,-0.2216261527,0.0009743385
4,0.0567238716,0.0019217619
5,0.3350738958,0.0034708489
6,0.6134239201,0.0057492417
7,0.8917739444,0.0087589109
8,1.1701239686,0.0123340914
9,1.4484739929,0.0161905090
10,1.7268240172,0.0200835486
11,2.0051740414,0.0240111997
12,2.2835240657,0.0283240698
13,2.5618740900,0.0336120486
14,2.8402241142,0.0403584619
15,3.1185741385,0.0485317255
16,3.3969241628,0.0573918396
17,3.6752741870,0.0657107921
18,3.9536242113,0.0723503243
19,4.2319742356,0.0768673509
20,4.5103242598,0.0797407777
21,4.7886742841,0.0820324455
22,5.0670243084,0.0846877836
23,5.3453743326,0.0879692707
24,5.6237243569,0.0914615015
25,5.9020743812,0.0946858627
26,6.1804244055,0.0978747497
27,6.4587744297,0.1022428450
28,6.7371244540,0.1093656180
29,7.0154744783,0.1199060323
30,7.2938245025,0.1324961706
31,7.5721745268,0.1436374541
32,7.8505245511,0.1489108311
33,8.1288745753,0.1449349444
34,8.4072245996,0.1309785726
35,8.6855746239,0.1093253563
36,8.9639246481,0.0842708074
37,9.2422746724,0.0604322397
38,9.5206246967,0.0413245069
39,9.7989747209,0.0287938813
40,10.0773247452,0.0232632533
41,10.3556747695,0.0242949945
42,10.6340247937,0.0309605724
43,10.9123748180,0.0418294086
44,11.1907248423,0.0547784318
45,11.4690748665,0.0670125898
46,11.7474248908,0.0755573956
47,12.0257749151,0.0781269682
48,12.3041249393,0.0739396773
49,12.5824749636,0.0640046208
50,12.8608249879,0.0506921628
51,13.1391750121,0.0368242796
52,13.4175250364,0.0247685092
53,13.6958750607,0.0159374447
54,13.9742250849,0.0107880027
55,14.2525751092,0.0091250426
56,14.5309251335,0.0104196807
57,14.8092751577,0.0139603697
58,15.0876251820,0.0188454803
59,15.3659752063,0.0239621869
60,15.6443252305,0.0281002629
61,15.9226752548,0.0302317719
62,16.2010252791,0.0298364810
63,16.4793753033,0.0270812234
64,16.7577253276,0.0227287335
65,17.0360753519,0.0178124670
66,17.3144253761,0.0132503748
67,17.5927754004,0.0095872665
68,17.8711254247,0.0069542298
69,18.1494754489,0.0052002882
70,18.4278254732,0.0040769371
71,18.7061754975,0.0033702378
72,18.9845255217,0.0029426825
73,19.2628755460,0.0027110321
74,19.5412255703,0.0026108673
75,19.8195755945,0.0025832478
76,20.0979256188,0.0025865813
77,20.3762756431,0.0026132788
78,20.6546256674,0.0026894036
79,20.9329756916,0.0028528606
80,21.2113257159,0.0031264281
81,21.4896757402,0.0035095170
82,21.7680257644,0.0039996899
83,22.0463757887,0.0046291718
84,22.3247258130,0.0054815031
85,22.6030758372,0.0066574875
86,22.8814258615,0.0081916131
87,23.1597758858,0.0099626370
88,23.4381259100,0.0116636345
89,23.7164759343,0.0128740426
90,23.9948259586,0.0132157062
91,24.2731759828,0.0125156681
92,24.5515260071,0.0108854874
93,24.8298760314,0.0086738518
94,25.1082260556,0.0063238579
95,25.3865760799,0.0042156100
96,25.6649261042,0.0025685649
97,25.9432761284,0.0014301792
98,26.2216261527,0.0007276413
99,26.4999761770,0.0003382585
100,26.7783262012,0.0001436722
